Date,Commodity,Market Region,Price per Unit (LKR/kg)
5/13/2021,Bitter Melon,Colombo,244.68
5/13/2021,Brinjal,Colombo,415.19
5/13/2021,Long Purple Eggplant,Colombo,439.22
5/13/2021,Asiatic Pennywort,Colombo,367.26
5/13/2021,Red Spinach,Colombo,54.98
5/13/2021,Pennywort,Colombo,59.53
5/13/2021,Leeks,Colombo,435.88
5/13/2021,Carrot,Colombo,345.05
5/13/2021,Beetroot,Colombo,159.25
5/13/2021,Cabbage,Colombo,121.51
5/13/2021,Knol-Khol,Colombo,411.44
5/13/2021,Pumpkin,Colombo,384.45
5/13/2021,Onion,Colombo,464.01
5/13/2021,Potato,Colombo,66.62
5/13/2021,Drumsticks,Colombo,279.46
5/13/2021,Jackfruit,Colombo,69.18
5/13/2021,Breadfruit,Colombo,349.94
5/13/2021,Taro,Colombo,484.51
5/13/2021,Manioc,Colombo,444.01
5/20/2021,Winged Bean,Colombo,134.86
5/20/2021,Bitter Melon,Colombo,371.95
5/20/2021,Brinjal,Colombo,461.95
5/20/2021,Long Purple Eggplant,Colombo,127.54
5/20/2021,Asiatic Pennywort,Colombo,349.43
5/20/2021,Red Spinach,Colombo,318.68
5/20/2021,Pennywort,Colombo,229.04
5/20/2021,Leeks,Colombo,75.53
5/20/2021,Carrot,Colombo,196.05
5/20/2021,Beetroot,Colombo,496.09
5/20/2021,Cabbage,Colombo,220.73
5/20/2021,Knol-Khol,Colombo,457.2
5/20/2021,Pumpkin,Colombo,95.26
5/20/2021,Onion,Colombo,498.88
5/20/2021,Potato,Colombo,419.59
5/20/2021,Drumsticks,Colombo,202.97
5/20/2021,Jackfruit,Colombo,339.81
5/20/2021,Breadfruit,Colombo,334.6
5/20/2021,Taro,Colombo,201.32
5/20/2021,Manioc,Colombo,271.51
5/27/2021,Winged Bean,Colombo,57.87
5/27/2021,Bitter Melon,Colombo,425.28
5/27/2021,Brinjal,Colombo,200.22
5/27/2021,Long Purple Eggplant,Colombo,333.83
5/27/2021,Asiatic Pennywort,Colombo,118.36
5/27/2021,Red Spinach,Colombo,108.68
5/27/2021,Pennywort,Colombo,97.75
5/27/2021,Leeks,Colombo,427.82
5/27/2021,Carrot,Colombo,413.59
5/27/2021,Beetroot,Colombo,464.25
5/27/2021,Cabbage,Colombo,148.92
5/27/2021,Knol-Khol,Colombo,145.43
5/27/2021,Pumpkin,Colombo,360.61
5/27/2021,Onion,Colombo,104.92
5/27/2021,Potato,Colombo,67.08
5/27/2021,Drumsticks,Colombo,471.86
5/27/2021,Jackfruit,Colombo,142.47
5/27/2021,Breadfruit,Colombo,89.64
5/27/2021,Taro,Colombo,213.48
5/27/2021,Manioc,Colombo,281.4
6/3/2021,Winged Bean,Colombo,233.18
6/3/2021,Bitter Melon,Colombo,179.27
6/3/2021,Brinjal,Colombo,191.6
6/3/2021,Long Purple Eggplant,Colombo,412.46
6/3/2021,Asiatic Pennywort,Colombo,89.42
6/3/2021,Red Spinach,Colombo,74.72
6/3/2021,Pennywort,Colombo,207.57
6/3/2021,Leeks,Colombo,65.8
6/3/2021,Carrot,Colombo,162.28
6/3/2021,Beetroot,Colombo,328.99
6/3/2021,Cabbage,Colombo,307.49
6/3/2021,Knol-Khol,Colombo,289.14
6/3/2021,Pumpkin,Colombo,78.3
6/3/2021,Onion,Colombo,134.73
6/3/2021,Potato,Colombo,149.31
6/3/2021,Drumsticks,Colombo,288.43
6/3/2021,Jackfruit,Colombo,316.55
6/3/2021,Breadfruit,Colombo,386.12
6/3/2021,Taro,Colombo,492.71
6/3/2021,Manioc,Colombo,299.81
6/10/2021,Winged Bean,Colombo,436.01
6/10/2021,Bitter Melon,Colombo,437.32
6/10/2021,Brinjal,Colombo,386.78
6/10/2021,Long Purple Eggplant,Colombo,378.04
6/10/2021,Asiatic Pennywort,Colombo,217.11
6/10/2021,Red Spinach,Colombo,430.39
6/10/2021,Pennywort,Colombo,437.03
6/10/2021,Leeks,Colombo,103.11
6/10/2021,Carrot,Colombo,241.82
6/10/2021,Beetroot,Colombo,365.19
6/10/2021,Cabbage,Colombo,434.51
6/10/2021,Knol-Khol,Colombo,345.52
6/10/2021,Pumpkin,Colombo,311.08
6/10/2021,Onion,Colombo,66.22
6/10/2021,Potato,Colombo,424.07
6/10/2021,Drumsticks,Colombo,390.52
6/10/2021,Jackfruit,Colombo,105.03
6/10/2021,Breadfruit,Colombo,264.96
6/10/2021,Taro,Colombo,210.05
6/10/2021,Manioc,Colombo,126.49
6/17/2021,Winged Bean,Colombo,414.01
6/17/2021,Bitter Melon,Colombo,111.63
6/17/2021,Brinjal,Colombo,304.37
6/17/2021,Long Purple Eggplant,Colombo,367.54
6/17/2021,Asiatic Pennywort,Colombo,477.64
6/17/2021,Red Spinach,Colombo,466.69
6/17/2021,Pennywort,Colombo,497.75
6/17/2021,Leeks,Colombo,74.51
6/17/2021,Carrot,Colombo,172.58
6/17/2021,Beetroot,Colombo,297.97
6/17/2021,Cabbage,Colombo,59.99
6/17/2021,Knol-Khol,Colombo,142.56
6/17/2021,Pumpkin,Colombo,346.88
6/17/2021,Onion,Colombo,246.62
6/17/2021,Potato,Colombo,65.18
6/17/2021,Drumsticks,Colombo,439.08
6/17/2021,Jackfruit,Colombo,423.61
6/17/2021,Breadfruit,Colombo,385.13
6/17/2021,Taro,Colombo,84.27
6/17/2021,Manioc,Colombo,309.36
6/24/2021,Winged Bean,Colombo,294.44
6/24/2021,Bitter Melon,Colombo,354.65
6/24/2021,Brinjal,Colombo,332.59
6/24/2021,Long Purple Eggplant,Colombo,388.59
6/24/2021,Asiatic Pennywort,Colombo,385.58
6/24/2021,Red Spinach,Colombo,83.46
6/24/2021,Pennywort,Colombo,361.8
6/24/2021,Leeks,Colombo,364.05
6/24/2021,Carrot,Colombo,303.4
6/24/2021,Beetroot,Colombo,189.72
6/24/2021,Cabbage,Colombo,87.28
6/24/2021,Knol-Khol,Colombo,417.91
6/24/2021,Pumpkin,Colombo,116.62
6/24/2021,Onion,Colombo,280.31
6/24/2021,Potato,Colombo,340.74
6/24/2021,Drumsticks,Colombo,205.19
6/24/2021,Jackfruit,Colombo,420.82
6/24/2021,Breadfruit,Colombo,452.3
6/24/2021,Taro,Colombo,385.44
6/24/2021,Manioc,Colombo,455.66
7/1/2021,Winged Bean,Colombo,468.5
7/1/2021,Bitter Melon,Colombo,198.58
7/1/2021,Brinjal,Colombo,454.28
7/1/2021,Long Purple Eggplant,Colombo,300.96
7/1/2021,Asiatic Pennywort,Colombo,281.87
7/1/2021,Red Spinach,Colombo,352.2
7/1/2021,Pennywort,Colombo,132.89
7/1/2021,Leeks,Colombo,193.94
7/1/2021,Carrot,Colombo,269.21
7/1/2021,Beetroot,Colombo,153.2
7/1/2021,Cabbage,Colombo,412.06
7/1/2021,Knol-Khol,Colombo,50.18
7/1/2021,Pumpkin,Colombo,325.44
7/1/2021,Onion,Colombo,103.36
7/1/2021,Potato,Colombo,186.86
7/1/2021,Drumsticks,Colombo,106.63
7/1/2021,Jackfruit,Colombo,117.46
7/1/2021,Breadfruit,Colombo,71.97
7/1/2021,Taro,Colombo,261.75
7/1/2021,Manioc,Colombo,353.09
7/8/2021,Winged Bean,Colombo,492.88
7/8/2021,Bitter Melon,Colombo,304.09
7/8/2021,Brinjal,Colombo,155.76
7/8/2021,Long Purple Eggplant,Colombo,108.93
7/8/2021,Asiatic Pennywort,Colombo,288.66
7/8/2021,Red Spinach,Colombo,188.46
7/8/2021,Pennywort,Colombo,336.57
7/8/2021,Leeks,Colombo,217.31
7/8/2021,Carrot,Colombo,369.08
7/8/2021,Beetroot,Colombo,83.68
7/8/2021,Cabbage,Colombo,465.43
7/8/2021,Knol-Khol,Colombo,405.13
7/8/2021,Pumpkin,Colombo,259.51
7/8/2021,Onion,Colombo,245.29
7/8/2021,Potato,Colombo,289.02
7/8/2021,Drumsticks,Colombo,248.89
7/8/2021,Jackfruit,Colombo,361.78
7/8/2021,Breadfruit,Colombo,399.54
7/8/2021,Taro,Colombo,282.86
7/8/2021,Manioc,Colombo,152.77
7/15/2021,Winged Bean,Colombo,168.95
7/15/2021,Bitter Melon,Colombo,485.81
7/15/2021,Brinjal,Colombo,397.14
7/15/2021,Long Purple Eggplant,Colombo,469.79
7/15/2021,Asiatic Pennywort,Colombo,404.52
7/15/2021,Red Spinach,Colombo,282.51
7/15/2021,Pennywort,Colombo,382.38
7/15/2021,Leeks,Colombo,311.68
7/15/2021,Carrot,Colombo,356.33
7/15/2021,Beetroot,Colombo,313.38
7/15/2021,Cabbage,Colombo,479.91
7/15/2021,Knol-Khol,Colombo,159.51
7/15/2021,Pumpkin,Colombo,468.56
7/15/2021,Onion,Colombo,111.95
7/15/2021,Potato,Colombo,155.01
7/15/2021,Drumsticks,Colombo,465.44
7/15/2021,Jackfruit,Colombo,435.04
7/15/2021,Breadfruit,Colombo,52.25
7/15/2021,Taro,Colombo,336.19
7/15/2021,Manioc,Colombo,430.43
7/22/2021,Winged Bean,Colombo,254.33
7/22/2021,Bitter Melon,Colombo,96.53
7/22/2021,Brinjal,Colombo,150.98
7/22/2021,Long Purple Eggplant,Colombo,393.84
7/22/2021,Asiatic Pennywort,Colombo,351.25
7/22/2021,Red Spinach,Colombo,493.39
7/22/2021,Pennywort,Colombo,153.08
7/22/2021,Leeks,Colombo,476.23
7/22/2021,Carrot,Colombo,395.58
7/22/2021,Beetroot,Colombo,443.2
7/22/2021,Cabbage,Colombo,102.85
7/22/2021,Knol-Khol,Colombo,474.14
7/22/2021,Pumpkin,Colombo,383.06
7/22/2021,Onion,Colombo,227.81
7/22/2021,Potato,Colombo,183.15
7/22/2021,Drumsticks,Colombo,357.25
7/22/2021,Jackfruit,Colombo,263.62
7/22/2021,Breadfruit,Colombo,478.59
7/22/2021,Taro,Colombo,194.73
7/22/2021,Manioc,Colombo,396.23
7/29/2021,Winged Bean,Colombo,343.45
7/29/2021,Bitter Melon,Colombo,223.38
7/29/2021,Brinjal,Colombo,106.06
7/29/2021,Long Purple Eggplant,Colombo,236.39
7/29/2021,Asiatic Pennywort,Colombo,465.15
7/29/2021,Red Spinach,Colombo,262.1
7/29/2021,Pennywort,Colombo,473.28
7/29/2021,Leeks,Colombo,417.03
7/29/2021,Carrot,Colombo,304.04
7/29/2021,Beetroot,Colombo,316.15
7/29/2021,Cabbage,Colombo,176.53
7/29/2021,Knol-Khol,Colombo,105.13
7/29/2021,Pumpkin,Colombo,322.05
7/29/2021,Onion,Colombo,74.12
7/29/2021,Potato,Colombo,358.11
7/29/2021,Drumsticks,Colombo,85.22
7/29/2021,Jackfruit,Colombo,477.49
7/29/2021,Breadfruit,Colombo,109.23
7/29/2021,Taro,Colombo,215.53
7/29/2021,Manioc,Colombo,302.55
8/5/2021,Winged Bean,Colombo,445.71
8/5/2021,Bitter Melon,Colombo,448.27
8/5/2021,Brinjal,Colombo,364.08
8/5/2021,Long Purple Eggplant,Colombo,269.2
8/5/2021,Asiatic Pennywort,Colombo,381.93
8/5/2021,Red Spinach,Colombo,256.92
8/5/2021,Pennywort,Colombo,301.69
8/5/2021,Leeks,Colombo,131.58
8/5/2021,Carrot,Colombo,123.53
8/5/2021,Beetroot,Colombo,257.3
8/5/2021,Cabbage,Colombo,167.16
8/5/2021,Knol-Khol,Colombo,204.47
8/5/2021,Pumpkin,Colombo,242.34
8/5/2021,Onion,Colombo,92.29
8/5/2021,Potato,Colombo,249.83
8/5/2021,Drumsticks,Colombo,213.6
8/5/2021,Jackfruit,Colombo,201.27
8/5/2021,Breadfruit,Colombo,426.13
8/5/2021,Taro,Colombo,446.71
8/5/2021,Manioc,Colombo,384.51
8/12/2021,Winged Bean,Colombo,378.53
8/12/2021,Bitter Melon,Colombo,385.74
8/12/2021,Brinjal,Colombo,367.44
8/12/2021,Long Purple Eggplant,Colombo,57.71
8/12/2021,Asiatic Pennywort,Colombo,341.8
8/12/2021,Red Spinach,Colombo,130.82
8/12/2021,Pennywort,Colombo,299.54
8/12/2021,Leeks,Colombo,487.24
8/12/2021,Carrot,Colombo,69.39
8/12/2021,Beetroot,Colombo,253.03
8/12/2021,Cabbage,Colombo,366.91
8/12/2021,Knol-Khol,Colombo,355.37
8/12/2021,Pumpkin,Colombo,388.37
8/12/2021,Onion,Colombo,186.76
8/12/2021,Potato,Colombo,327.62
8/12/2021,Drumsticks,Colombo,147
8/12/2021,Jackfruit,Colombo,52.37
8/12/2021,Breadfruit,Colombo,82.33
8/12/2021,Taro,Colombo,246.71
8/12/2021,Manioc,Colombo,97.01
8/19/2021,Winged Bean,Colombo,248.16
8/19/2021,Bitter Melon,Colombo,417.37
8/19/2021,Brinjal,Colombo,417.18
8/19/2021,Long Purple Eggplant,Colombo,292.93
8/19/2021,Asiatic Pennywort,Colombo,61.49
8/19/2021,Red Spinach,Colombo,154.07
8/19/2021,Pennywort,Colombo,448.3
8/19/2021,Leeks,Colombo,159.68
8/19/2021,Carrot,Colombo,189.42
8/19/2021,Beetroot,Colombo,339.19
8/19/2021,Cabbage,Colombo,357.95
8/19/2021,Knol-Khol,Colombo,210.83
8/19/2021,Pumpkin,Colombo,51.53
8/19/2021,Onion,Colombo,448.52
8/19/2021,Potato,Colombo,296.57
8/19/2021,Drumsticks,Colombo,459.57
8/19/2021,Jackfruit,Colombo,143.29
8/19/2021,Breadfruit,Colombo,344.36
8/19/2021,Taro,Colombo,233.4
8/19/2021,Manioc,Colombo,305.78
8/26/2021,Winged Bean,Colombo,157.45
8/26/2021,Bitter Melon,Colombo,219.55
8/26/2021,Brinjal,Colombo,449.6
8/26/2021,Long Purple Eggplant,Colombo,94.02
8/26/2021,Asiatic Pennywort,Colombo,210.62
8/26/2021,Red Spinach,Colombo,463.93
8/26/2021,Pennywort,Colombo,107.96
8/26/2021,Leeks,Colombo,258.36
8/26/2021,Carrot,Colombo,241.52
8/26/2021,Beetroot,Colombo,407.38
8/26/2021,Cabbage,Colombo,406.42
8/26/2021,Knol-Khol,Colombo,169.82
8/26/2021,Pumpkin,Colombo,385.17
8/26/2021,Onion,Colombo,62.43
8/26/2021,Potato,Colombo,272.77
8/26/2021,Drumsticks,Colombo,436.59
8/26/2021,Jackfruit,Colombo,259.21
8/26/2021,Breadfruit,Colombo,404.71
8/26/2021,Taro,Colombo,130.83
8/26/2021,Manioc,Colombo,196.92
9/2/2021,Winged Bean,Colombo,218.48
9/2/2021,Bitter Melon,Colombo,129.11
9/2/2021,Brinjal,Colombo,236.49
9/2/2021,Long Purple Eggplant,Colombo,253.77
9/2/2021,Asiatic Pennywort,Colombo,89.14
9/2/2021,Red Spinach,Colombo,487.64
9/2/2021,Pennywort,Colombo,372.29
9/2/2021,Leeks,Colombo,365.67
9/2/2021,Carrot,Colombo,452.75
9/2/2021,Beetroot,Colombo,325.69
9/2/2021,Cabbage,Colombo,199.92
9/2/2021,Knol-Khol,Colombo,276.39
9/2/2021,Pumpkin,Colombo,491.85
9/2/2021,Onion,Colombo,410.19
9/2/2021,Potato,Colombo,483.99
9/2/2021,Drumsticks,Colombo,79.04
9/2/2021,Jackfruit,Colombo,302.42
9/2/2021,Breadfruit,Colombo,404.01
9/2/2021,Taro,Colombo,96.33
9/2/2021,Manioc,Colombo,405.92
9/9/2021,Winged Bean,Colombo,222.07
9/9/2021,Bitter Melon,Colombo,259.96
9/9/2021,Brinjal,Colombo,284.2
9/9/2021,Long Purple Eggplant,Colombo,470.16
9/9/2021,Asiatic Pennywort,Colombo,335.26
9/9/2021,Red Spinach,Colombo,177.82
9/9/2021,Pennywort,Colombo,440.68
9/9/2021,Leeks,Colombo,370.76
9/9/2021,Carrot,Colombo,277.33
9/9/2021,Beetroot,Colombo,229.18
9/9/2021,Cabbage,Colombo,120.89
9/9/2021,Knol-Khol,Colombo,313.86
9/9/2021,Pumpkin,Colombo,309.83
9/9/2021,Onion,Colombo,293.44
9/9/2021,Potato,Colombo,214.63
9/9/2021,Drumsticks,Colombo,208.19
9/9/2021,Jackfruit,Colombo,136.03
9/9/2021,Breadfruit,Colombo,52.2
9/9/2021,Taro,Colombo,239.08
9/9/2021,Manioc,Colombo,59.44
9/16/2021,Winged Bean,Colombo,291.64
9/16/2021,Bitter Melon,Colombo,164.02
9/16/2021,Brinjal,Colombo,493.39
9/16/2021,Long Purple Eggplant,Colombo,342.31
9/16/2021,Asiatic Pennywort,Colombo,419.75
9/16/2021,Red Spinach,Colombo,177.66
9/16/2021,Pennywort,Colombo,90.51
9/16/2021,Leeks,Colombo,247.3
9/16/2021,Carrot,Colombo,58.35
9/16/2021,Beetroot,Colombo,138.4
9/16/2021,Cabbage,Colombo,256.38
9/16/2021,Knol-Khol,Colombo,84.75
9/16/2021,Pumpkin,Colombo,254.12
9/16/2021,Onion,Colombo,412.6
9/16/2021,Potato,Colombo,114.63
9/16/2021,Drumsticks,Colombo,250.76
9/16/2021,Jackfruit,Colombo,481.96
9/16/2021,Breadfruit,Colombo,247.98
9/16/2021,Taro,Colombo,152.47
9/16/2021,Manioc,Colombo,431.03
9/23/2021,Winged Bean,Colombo,85.71
9/23/2021,Bitter Melon,Colombo,481.12
9/23/2021,Brinjal,Colombo,75.83
9/23/2021,Long Purple Eggplant,Colombo,173.87
9/23/2021,Asiatic Pennywort,Colombo,75.76
9/23/2021,Red Spinach,Colombo,229.12
9/23/2021,Pennywort,Colombo,62.53
9/23/2021,Leeks,Colombo,86.51
9/23/2021,Carrot,Colombo,217.18
9/23/2021,Beetroot,Colombo,93.43
9/23/2021,Cabbage,Colombo,414.15
9/23/2021,Knol-Khol,Colombo,409.56
9/23/2021,Pumpkin,Colombo,438.91
9/23/2021,Onion,Colombo,309.47
9/23/2021,Potato,Colombo,400.65
9/23/2021,Drumsticks,Colombo,300.87
9/23/2021,Jackfruit,Colombo,222.17
9/23/2021,Breadfruit,Colombo,487.45
9/23/2021,Taro,Colombo,361.79
9/23/2021,Manioc,Colombo,149.33
9/30/2021,Winged Bean,Colombo,381.92
9/30/2021,Bitter Melon,Colombo,448.8
9/30/2021,Brinjal,Colombo,295.35
9/30/2021,Long Purple Eggplant,Colombo,70.69
9/30/2021,Asiatic Pennywort,Colombo,474.69
9/30/2021,Red Spinach,Colombo,244.81
9/30/2021,Pennywort,Colombo,56.8
9/30/2021,Leeks,Colombo,395.92
9/30/2021,Carrot,Colombo,162.8
9/30/2021,Beetroot,Colombo,186.38
9/30/2021,Cabbage,Colombo,326.74
9/30/2021,Knol-Khol,Colombo,412.34
9/30/2021,Pumpkin,Colombo,257.64
9/30/2021,Onion,Colombo,230.86
9/30/2021,Potato,Colombo,233.36
9/30/2021,Drumsticks,Colombo,246.6
9/30/2021,Jackfruit,Colombo,352.02
9/30/2021,Breadfruit,Colombo,82.49
9/30/2021,Taro,Colombo,338.16
9/30/2021,Manioc,Colombo,432.59
10/7/2021,Winged Bean,Colombo,52.6
10/7/2021,Bitter Melon,Colombo,225.26
10/7/2021,Brinjal,Colombo,162.13
10/7/2021,Long Purple Eggplant,Colombo,234.88
10/7/2021,Asiatic Pennywort,Colombo,379.25
10/7/2021,Red Spinach,Colombo,392.38
10/7/2021,Pennywort,Colombo,326.36
10/7/2021,Leeks,Colombo,132.27
10/7/2021,Carrot,Colombo,188.4
10/7/2021,Beetroot,Colombo,389.91
10/7/2021,Cabbage,Colombo,295.21
10/7/2021,Knol-Khol,Colombo,246.35
10/7/2021,Pumpkin,Colombo,359.19
10/7/2021,Onion,Colombo,170.27
10/7/2021,Potato,Colombo,102.81
10/7/2021,Drumsticks,Colombo,375.47
10/7/2021,Jackfruit,Colombo,350.73
10/7/2021,Breadfruit,Colombo,76.08
10/7/2021,Taro,Colombo,453.17
10/7/2021,Manioc,Colombo,488.24
10/14/2021,Winged Bean,Colombo,58.55
10/14/2021,Bitter Melon,Colombo,58.91
10/14/2021,Brinjal,Colombo,167.72
10/14/2021,Long Purple Eggplant,Colombo,54.72
10/14/2021,Asiatic Pennywort,Colombo,429.59
10/14/2021,Red Spinach,Colombo,293.44
10/14/2021,Pennywort,Colombo,267.5
10/14/2021,Leeks,Colombo,64.97
10/14/2021,Carrot,Colombo,194.54
10/14/2021,Beetroot,Colombo,232.52
10/14/2021,Cabbage,Colombo,50.11
10/14/2021,Knol-Khol,Colombo,307.39
10/14/2021,Pumpkin,Colombo,78.75
10/14/2021,Onion,Colombo,217.68
10/14/2021,Potato,Colombo,143.42
10/14/2021,Drumsticks,Colombo,137.11
10/14/2021,Jackfruit,Colombo,461.81
10/14/2021,Breadfruit,Colombo,372.76
10/14/2021,Taro,Colombo,286.68
10/14/2021,Manioc,Colombo,419.43
10/21/2021,Winged Bean,Colombo,464.01
10/21/2021,Bitter Melon,Colombo,202.49
10/21/2021,Brinjal,Colombo,124.15
10/21/2021,Long Purple Eggplant,Colombo,247.68
10/21/2021,Asiatic Pennywort,Colombo,89.19
10/21/2021,Red Spinach,Colombo,480.51
10/21/2021,Pennywort,Colombo,465.05
10/21/2021,Leeks,Colombo,122.87
10/21/2021,Carrot,Colombo,324.2
10/21/2021,Beetroot,Colombo,76.71
10/21/2021,Cabbage,Colombo,61.84
10/21/2021,Knol-Khol,Colombo,488.83
10/21/2021,Pumpkin,Colombo,434.67
10/21/2021,Onion,Colombo,398.56
10/21/2021,Potato,Colombo,146.14
10/21/2021,Drumsticks,Colombo,331.74
10/21/2021,Jackfruit,Colombo,403.84
10/21/2021,Breadfruit,Colombo,252.62
10/21/2021,Taro,Colombo,118.13
10/21/2021,Manioc,Colombo,336.68
10/28/2021,Winged Bean,Colombo,409.3
10/28/2021,Bitter Melon,Colombo,237.11
10/28/2021,Brinjal,Colombo,69.77
10/28/2021,Long Purple Eggplant,Colombo,347.47
10/28/2021,Asiatic Pennywort,Colombo,323.03
10/28/2021,Red Spinach,Colombo,242.29
10/28/2021,Pennywort,Colombo,450.88
10/28/2021,Leeks,Colombo,177.65
10/28/2021,Carrot,Colombo,469.71
10/28/2021,Beetroot,Colombo,321.91
10/28/2021,Cabbage,Colombo,472.51
10/28/2021,Knol-Khol,Colombo,241.83
10/28/2021,Pumpkin,Colombo,161.61
10/28/2021,Onion,Colombo,190.76
10/28/2021,Potato,Colombo,290.02
10/28/2021,Drumsticks,Colombo,214.55
10/28/2021,Jackfruit,Colombo,67.81
10/28/2021,Breadfruit,Colombo,205.32
10/28/2021,Taro,Colombo,450.83
10/28/2021,Manioc,Colombo,201.68
11/4/2021,Winged Bean,Colombo,125.66
11/4/2021,Bitter Melon,Colombo,470.49
11/4/2021,Brinjal,Colombo,262.47
11/4/2021,Long Purple Eggplant,Colombo,400.25
11/4/2021,Asiatic Pennywort,Colombo,77.1
11/4/2021,Red Spinach,Colombo,387.5
11/4/2021,Pennywort,Colombo,410.04
11/4/2021,Leeks,Colombo,139.41
11/4/2021,Carrot,Colombo,477.04
11/4/2021,Beetroot,Colombo,466.69
11/4/2021,Cabbage,Colombo,255.67
11/4/2021,Knol-Khol,Colombo,440.74
11/4/2021,Pumpkin,Colombo,154.4
11/4/2021,Onion,Colombo,466.39
11/4/2021,Potato,Colombo,455.84
11/4/2021,Drumsticks,Colombo,185.21
11/4/2021,Jackfruit,Colombo,276.64
11/4/2021,Breadfruit,Colombo,254.89
11/4/2021,Taro,Colombo,168.03
11/4/2021,Manioc,Colombo,113.88
11/11/2021,Winged Bean,Colombo,168.46
11/11/2021,Bitter Melon,Colombo,399.36
11/11/2021,Brinjal,Colombo,267.09
11/11/2021,Long Purple Eggplant,Colombo,214.1
11/11/2021,Asiatic Pennywort,Colombo,300.84
11/11/2021,Red Spinach,Colombo,270.98
11/11/2021,Pennywort,Colombo,241.45
11/11/2021,Leeks,Colombo,173.35
11/11/2021,Carrot,Colombo,343.36
11/11/2021,Beetroot,Colombo,237.63
11/11/2021,Cabbage,Colombo,68.11
11/11/2021,Knol-Khol,Colombo,156.17
11/11/2021,Pumpkin,Colombo,476.96
11/11/2021,Onion,Colombo,450.72
11/11/2021,Potato,Colombo,204.08
11/11/2021,Drumsticks,Colombo,52.21
11/11/2021,Jackfruit,Colombo,182.16
11/11/2021,Breadfruit,Colombo,60.37
11/11/2021,Taro,Colombo,178.65
11/11/2021,Manioc,Colombo,145.72
11/18/2021,Winged Bean,Colombo,426.38
11/18/2021,Bitter Melon,Colombo,340.27
11/18/2021,Brinjal,Colombo,88.49
11/18/2021,Long Purple Eggplant,Colombo,375.13
11/18/2021,Asiatic Pennywort,Colombo,482.65
11/18/2021,Red Spinach,Colombo,177.35
11/18/2021,Pennywort,Colombo,249.86
11/18/2021,Leeks,Colombo,492.47
11/18/2021,Carrot,Colombo,484.21
11/18/2021,Beetroot,Colombo,442.84
11/18/2021,Cabbage,Colombo,60.59
11/18/2021,Knol-Khol,Colombo,88.55
11/18/2021,Pumpkin,Colombo,188.14
11/18/2021,Onion,Colombo,125.3
11/18/2021,Potato,Colombo,104.05
11/18/2021,Drumsticks,Colombo,266.49
11/18/2021,Jackfruit,Colombo,170.13
11/18/2021,Breadfruit,Colombo,338.66
11/18/2021,Taro,Colombo,286.54
11/18/2021,Manioc,Colombo,481.82
11/25/2021,Winged Bean,Colombo,339.57
11/25/2021,Bitter Melon,Colombo,449.96
11/25/2021,Brinjal,Colombo,302.39
11/25/2021,Long Purple Eggplant,Colombo,159.11
11/25/2021,Asiatic Pennywort,Colombo,243.88
11/25/2021,Red Spinach,Colombo,238.62
11/25/2021,Pennywort,Colombo,157.09
11/25/2021,Leeks,Colombo,462.1
11/25/2021,Carrot,Colombo,409.42
11/25/2021,Beetroot,Colombo,305.28
11/25/2021,Cabbage,Colombo,361.46
11/25/2021,Knol-Khol,Colombo,295.16
11/25/2021,Pumpkin,Colombo,384.86
11/25/2021,Onion,Colombo,147.13
11/25/2021,Potato,Colombo,356.32
11/25/2021,Drumsticks,Colombo,87.97
11/25/2021,Jackfruit,Colombo,130.49
11/25/2021,Breadfruit,Colombo,258.61
11/25/2021,Taro,Colombo,455.67
11/25/2021,Manioc,Colombo,381.79
12/2/2021,Winged Bean,Colombo,82.69
12/2/2021,Bitter Melon,Colombo,150.68
12/2/2021,Brinjal,Colombo,214.62
12/2/2021,Long Purple Eggplant,Colombo,180.33
12/2/2021,Asiatic Pennywort,Colombo,423.13
12/2/2021,Red Spinach,Colombo,410.99
12/2/2021,Pennywort,Colombo,328
12/2/2021,Leeks,Colombo,107.34
12/2/2021,Carrot,Colombo,324.38
12/2/2021,Beetroot,Colombo,379.44
12/2/2021,Cabbage,Colombo,197.41
12/2/2021,Knol-Khol,Colombo,191.3
12/2/2021,Pumpkin,Colombo,181.96
12/2/2021,Onion,Colombo,464.15
12/2/2021,Potato,Colombo,126.48
12/2/2021,Drumsticks,Colombo,231.42
12/2/2021,Jackfruit,Colombo,356.61
12/2/2021,Breadfruit,Colombo,393.93
12/2/2021,Taro,Colombo,381.97
12/2/2021,Manioc,Colombo,332.3
12/9/2021,Winged Bean,Colombo,468.78
12/9/2021,Bitter Melon,Colombo,216.16
12/9/2021,Brinjal,Colombo,337.29
12/9/2021,Long Purple Eggplant,Colombo,227.27
12/9/2021,Asiatic Pennywort,Colombo,288.92
12/9/2021,Red Spinach,Colombo,372.9
12/9/2021,Pennywort,Colombo,175.31
12/9/2021,Leeks,Colombo,100.03
12/9/2021,Carrot,Colombo,91.06
12/9/2021,Beetroot,Colombo,102.96
12/9/2021,Cabbage,Colombo,151.83
12/9/2021,Knol-Khol,Colombo,444.14
12/9/2021,Pumpkin,Colombo,354.77
12/9/2021,Onion,Colombo,455.49
12/9/2021,Potato,Colombo,266.95
12/9/2021,Drumsticks,Colombo,381.45
12/9/2021,Jackfruit,Colombo,190.43
12/9/2021,Breadfruit,Colombo,394.76
12/9/2021,Taro,Colombo,201.7
12/9/2021,Manioc,Colombo,192.17
